Julia's Classifier
---------------------------------------------
Expected results:

Accuracy: 0.529642
Precision: 0.540787
Recall: 0.519452
F1 Score: 0.529905



1	"Yo no creo que a nadie le haya encantado un pene flácido .
"	"Yo no creo que a nadie le haya encantado un pene flcido 
"
1	"Como enfermos a nuestros estómagos como este proyecto de ley nos hace , todavía podríamos tener un apetito por una rebanada de pizza de Little Chicago Rocco porque su nueva política de la tienda es simplemente delicioso !
"	"Como enfermos a nuestros estmagos como este proyecto de ley nos hace  todava podramos tener un apetito por una rebanada de pizza de Little Chicago Rocco porque su nueva poltica de la tienda es simplemente delicioso 
"
0	"Usuarios de Nokia X tienen acceso a las aplicaciones a través de un comisariado ( y enteramente freemium ) Nokia Android App Store , ya través de cualquier otro tercero tiendas de aplicaciones Android que deciden echar mano .
"	"Usuarios de Nokia X tienen acceso a las aplicaciones a travs de un comisariado  y enteramente freemium  Nokia Android App Store  ya travs de cualquier otro tercero tiendas de aplicaciones Android que deciden echar mano 
"
1	"Las personas también ponen más énfasis en los acontecimientos recientes que en las garantías del acontecimiento .
"	"Las personas tambin ponen ms nfasis en los acontecimientos recientes que en las garantas del acontecimiento 
"
1	"Si bien esto es generalmente una buena cosa - la mayoría de la gente no va a aprender cómo estirar a sí mismos , a menos que empujan los límites de falla potencial - una mucho mayor temor para muchos empresarios es que el éxito sostenible .
"	"Si bien esto es generalmente una buena cosa  la mayora de la gente no va a aprender cmo estirar a s mismos  a menos que empujan los lmites de falla potencial  una mucho mayor temor para muchos empresarios es que el xito sostenible 
"
1	"Había sido que deprimido .
"	"Haba sido que deprimido 
"
1	"Estaba sinceramente apenas por fases .
"	"Estaba sinceramente apenas por fases 
"
1	"Como muchos esfuerzos anónimos , LocalLeaks era a la vez influyente e irresponsable .
"	"Como muchos esfuerzos annimos  LocalLeaks era a la vez influyente e irresponsable 
"
1	"WePay finalmente respondió con una explicación de que libera las donaciones hechas a Alexander del 11 al día 14 .
"	"WePay finalmente respondi con una explicacin de que libera las donaciones hechas a Alexander del  al da  
"
1	"Hasta comenzó a correr a través de práctica , y las dos piezas que tenía que haber perfeccionado para una próxima Federación estaban en ningún sitio cerca de donde tenían que ser en términos de precisión .
"	"Hasta comenz a correr a travs de prctica  y las dos piezas que tena que haber perfeccionado para una prxima Federacin estaban en ningn sitio cerca de donde tenan que ser en trminos de precisin 
"
0	"Y luego estaban los dos reporteros de televisión estadounidenses que oí hablando en el aeropuerto de camino a casa : "" Buena historia "" , "" Sí , un poco se apagó ayer y hoy "" , "" Sí , el interés del público ha ido a la derecha hacia abajo "" , "" Si ... "" Apuesto a que no es la forma en que cuentan la historia ahora .
"	"Y luego estaban los dos reporteros de televisin estadounidenses que o hablando en el aeropuerto de camino a casa   Buena historia    S  un poco se apag ayer y hoy    S  el inters del pblico ha ido a la derecha hacia abajo    Si   Apuesto a que no es la forma en que cuentan la historia ahora 
"
1	"Para el próximo año vamos a tener una línea de tren ligero desde el centro hasta Santa Monica , y vamos a estar haciendo progresos en otra línea de metro hasta el mar .
"	"Para el prximo ao vamos a tener una lnea de tren ligero desde el centro hasta Santa Monica  y vamos a estar haciendo progresos en otra lnea de metro hasta el mar 
"
1	""" Yo no quiero culpar a mis colegas de atención primaria , pero no he sido entrenado , "" dice el Dr. Pierre Tariot .
"	" Yo no quiero culpar a mis colegas de atencin primaria  pero no he sido entrenado   dice el Dr Pierre Tariot 
"
1	"Ella era terrible con el dinero y sólo había empeorado en cuando su Alzheimer avanzaba , lo cual es típico de las personas con la enfermedad .
"	"Ella era terrible con el dinero y slo haba empeorado en cuando su Alzheimer avanzaba  lo cual es tpico de las personas con la enfermedad 
"
1	"Por supuesto , Rihanna no fue el único en salir con un premio !
"	"Por supuesto  Rihanna no fue el nico en salir con un premio 
"
1	"Astro Teller tiene su trabajo ideal , actualmente se desempeña como el Capitán de Moonshots en el laboratorio de Google [ x ] .
"	"Astro Teller tiene su trabajo ideal  actualmente se desempea como el Capitn de Moonshots en el laboratorio de Google  x  
"
1	"Nuestros caracteres emoji se basan en el estándar Unicode , lo que es necesario para que se muestren correctamente en muchas plataformas .
"	"Nuestros caracteres emoji se basan en el estndar Unicode  lo que es necesario para que se muestren correctamente en muchas plataformas 
"
1	"Una risa forzada brotó y se desvaneció .
"	"Una risa forzada brot y se desvaneci 
"
1	"También explicó que él sabe las palabras no bastan , y que las acciones sellarán cualquier confianza que existe entre él y sus empleados .
"	"Tambin explic que l sabe las palabras no bastan  y que las acciones sellarn cualquier confianza que existe entre l y sus empleados 
"
1	"Muchas veces quise dejar de leerla .
"	"Muchas veces quise dejar de leerla 
"
0	"USV invirtió en Tumblr en el otoño de 2007 y dejamos de ser inversionistas el año pasado cuando Tumblr fue vendido a Yahoo !
"	"USV invirti en Tumblr en el otoo de  y dejamos de ser inversionistas el ao pasado cuando Tumblr fue vendido a Yahoo 
"
1	"Para ser honesto , su foto desnuda no es lo único que se filtró - usted debe ver la baba chorreando de nuestra boca , lolz !
"	"Para ser honesto  su foto desnuda no es lo nico que se filtr  usted debe ver la baba chorreando de nuestra boca  lolz 
"
1	"Parece que a pesar de que el rey Tritón , Ariel dio el viejo "" él es un ser humano , eres una sirena "" del habla , que no se detuvo a sus arquitectos de la construcción de los genitales humanos en su falo bajo el agua ... uh , palacio !
"	"Parece que a pesar de que el rey Tritn  Ariel dio el viejo  l es un ser humano  eres una sirena  del habla  que no se detuvo a sus arquitectos de la construccin de los genitales humanos en su falo bajo el agua  uh  palacio 
"
1	"JElla imagina un mundo cyborg "" en el que la gente no tiene miedo de su afinidad conjunta con los animales y las máquinas , no tiene miedo de las identidades permanentemente parciales y los puntos de vista contradictorios .
"	"JElla imagina un mundo cyborg  en el que la gente no tiene miedo de su afinidad conjunta con los animales y las mquinas  no tiene miedo de las identidades permanentemente parciales y los puntos de vista contradictorios 
"
1	"Cuando se les pidió a elegir el original , la mayoría de los sujetos en realidad eligieron la versión que mostró un rostro más atractivo .
"	"Cuando se les pidi a elegir el original  la mayora de los sujetos en realidad eligieron la versin que mostr un rostro ms atractivo 
"
1	"Erin es uno de los conferencistas más solicitados en el circuito internacional de conferencias y viaja por el mundo para presentaciones personales .
"	"Erin es uno de los conferencistas ms solicitados en el circuito internacional de conferencias y viaja por el mundo para presentaciones personales 
"
1	""" No estamos buscando a una entrada directa dell consumidor en los teléfonos en sí "" , dice el CEO de Nokia , Rajeev Suri .
"	" No estamos buscando a una entrada directa dell consumidor en los telfonos en s   dice el CEO de Nokia  Rajeev Suri 
"
1	"Él es el presidente saliente de los presidentes ficticios .
"	"l es el presidente saliente de los presidentes ficticios 
"
0	"Los grandes bancos lo hacen , las grandes compañías telefónicas hacen , e incluso las más grandes compañías de entretenimiento hacen : Después de años de abandono , las empresas más grandes del mundo están lanzando su peso ( y unos pocos dólares ) por detrás de las nuevas empresas de tecnología .
"	"Los grandes bancos lo hacen  las grandes compaas telefnicas hacen  e incluso las ms grandes compaas de entretenimiento hacen  Despus de aos de abandono  las empresas ms grandes del mundo estn lanzando su peso  y unos pocos dlares  por detrs de las nuevas empresas de tecnologa 
"
1	"Pero LeAnn Rimes fácilmente le dio un plazo para su dinero por el emparejamiento de su profundo corte con una abertura hasta el muslo !
"	"Pero LeAnn Rimes fcilmente le dio un plazo para su dinero por el emparejamiento de su profundo corte con una abertura hasta el muslo 
"
1	"A medida que el programa propuesto avanza , tendrán que demostrar que son estudiantes adeptos y ágiles , capaces de acumular una enorme cantidad de nuevos conocimientos prácticos , no sólo en las complejidades de alta presión de los vuelos espaciales , sino en aprender cómo llevar a cabo la cirugía rudimentaria y odontología , cómo reciclar los recursos , la forma de llevar los comandos , y mantener un equipo armonioso dinámico para el resto de su vida natural .
"	"A medida que el programa propuesto avanza  tendrn que demostrar que son estudiantes adeptos y giles  capaces de acumular una enorme cantidad de nuevos conocimientos prcticos  no slo en las complejidades de alta presin de los vuelos espaciales  sino en aprender cmo llevar a cabo la ciruga rudimentaria y odontologa  cmo reciclar los recursos  la forma de llevar los comandos  y mantener un equipo armonioso dinmico para el resto de su vida natural 
"
1	"Mi nombre es Alissa Walker , más conocido como un caminante en Los Ángeles ( y sí , Walker es mi nombre real ) .
"	"Mi nombre es Alissa Walker  ms conocido como un caminante en Los ngeles  y s  Walker es mi nombre real  
"
1	"Le expliqué que es una manera de decirle a la gente que he visto el tweet pero que no quiero responder .
"	"Le expliqu que es una manera de decirle a la gente que he visto el tweet pero que no quiero responder 
"
1	"Muchos padres , sin embargo , no pueden permitirse el lujo de comprar una tablet para su hijo .
"	"Muchos padres  sin embargo  no pueden permitirse el lujo de comprar una tablet para su hijo 
"
0	"Justin Bieber ha estado buscando una compra de un sq 16.000
"	"Justin Bieber ha estado buscando una compra de un sq 
"
1	""" Tengo que hablar sobre mi vida interior .
"	" Tengo que hablar sobre mi vida interior 
"
1	"Los valores salvaje y doméstico valores parecen ya menudo aislados , alejados unos de otros .
"	"Los valores salvaje y domstico valores parecen ya menudo aislados  alejados unos de otros 
"
1	"Si la estrella se mantiene la esperanza de que otra película de Crepúsculo podría reunirlos , parece que eso es sólo un sueño !
"	"Si la estrella se mantiene la esperanza de que otra pelcula de Crepsculo podra reunirlos  parece que eso es slo un sueo 
"
1	"Los documentos clasificados también indican que otros datos de Alemania contribuyen a mantener la corriente mundial mapa del tesoro .
"	"Los documentos clasificados tambin indican que otros datos de Alemania contribuyen a mantener la corriente mundial mapa del tesoro 
"
0	"Run DMC - Golpes a la rima
"	"Run DMC  Golpes a la rima
"
0	"Si todavía no sabemos exactamente lo que la presencia de una amplia gama de productos químicos en la sangre del cordón umbilical y la leche materna podría significar para el futuro de la salud de nuestros hijos , nosotros por lo menos sabemos que no somos más limpia , incluso al nacer , que nuestro medio ambiente en general .
"	"Si todava no sabemos exactamente lo que la presencia de una amplia gama de productos qumicos en la sangre del cordn umbilical y la leche materna podra significar para el futuro de la salud de nuestros hijos  nosotros por lo menos sabemos que no somos ms limpia  incluso al nacer  que nuestro medio ambiente en general 
"
0	"The Chase es la cosa y la cosa es la Caza : Aprender a amar Fracaso
"	"The Chase es la cosa y la cosa es la Caza  Aprender a amar Fracaso
"
1	"Esto nos pone tan tristes !
"	"Esto nos pone tan tristes 
"
1	"Una fuente nos envió una lista de estas compañías , enumeradas en orden .
"	"Una fuente nos envi una lista de estas compaas  enumeradas en orden 
"
1	"Jackie Belcoe en el trabajo en su salón en la década de 1980 .
"	"Jackie Belcoe en el trabajo en su saln en la dcada de  
"
1	"Frédéric Bouleuc , Socio de Andre & Associes Frédéric Lasnier , CEO Pentalog , emprendedor en serie , inversor de inicio Georges Klenkle , consejero delegado de Degetel Grégory Pascal , Co-Fundador y Director de Operaciones en SensioLabs .
"	"Frdric Bouleuc  Socio de Andre  Associes Frdric Lasnier  CEO Pentalog  emprendedor en serie  inversor de inicio Georges Klenkle  consejero delegado de Degetel Grgory Pascal  CoFundador y Director de Operaciones en SensioLabs 
"
1	"Se pone un poco largo y tedioso en los últimos treinta minutos , pero los primeros treinta a cuarenta minutos son estupendos .
"	"Se pone un poco largo y tedioso en los ltimos treinta minutos  pero los primeros treinta a cuarenta minutos son estupendos 
"
